class	a0	a1	a2	a5	a3	a4	coefficient
trans	12	2	0	0	0	0	-30
trans	11	3	0	0	0	0	-80
trans	10	4	0	0	0	0	-200
trans	9	5	0	0	0	0	-480
trans	8	6	0	0	0	0	-735
trans	7	7	0	0	0	0	-840
trans	6	8	0	0	0	0	-720
trans	5	9	0	0	0	0	-400
trans	4	10	0	0	0	0	-220
trans	3	11	0	0	0	0	-120
trans	0	14	0	0	0	0	-15
trans	12	0	2	0	0	0	30
trans	9	3	2	0	0	0	180
trans	8	4	2	0	0	0	210
trans	7	5	2	0	0	0	300
trans	6	6	2	0	0	0	480
trans	5	7	2	0	0	0	300
trans	4	8	2	0	0	0	210
trans	3	9	2	0	0	0	180
trans	0	12	2	0	0	0	30
trans	11	0	3	0	0	0	80
trans	9	2	3	0	0	0	-180
trans	7	4	3	0	0	0	-260
trans	6	5	3	0	0	0	-800
trans	5	6	3	0	0	0	-500
trans	4	7	3	0	0	0	-480
trans	3	8	3	0	0	0	-540
trans	0	11	3	0	0	0	-120
trans	10	0	4	0	0	0	200
trans	8	2	4	0	0	0	-210
trans	7	3	4	0	0	0	260
trans	5	5	4	0	0	0	-200
trans	4	6	4	0	0	0	60
trans	9	0	5	0	0	0	480
trans	7	2	5	0	0	0	-300
trans	6	3	5	0	0	0	800
trans	5	4	5	0	0	0	200
trans	3	6	5	0	0	0	720
trans	0	9	5	0	0	0	240
trans	8	0	6	0	0	0	735
trans	6	2	6	0	0	0	-480
trans	5	3	6	0	0	0	500
trans	4	4	6	0	0	0	-60
trans	3	5	6	0	0	0	-720
trans	0	8	6	0	0	0	-360
trans	7	0	7	0	0	0	840
trans	5	2	7	0	0	0	-300
trans	4	3	7	0	0	0	480
trans	6	0	8	0	0	0	720
trans	4	2	8	0	0	0	-210
trans	3	3	8	0	0	0	540
trans	0	6	8	0	0	0	360
trans	5	0	9	0	0	0	400
trans	3	2	9	0	0	0	-180
trans	0	5	9	0	0	0	-240
trans	4	0	10	0	0	0	220
trans	3	0	11	0	0	0	120
trans	0	3	11	0	0	0	120
trans	0	2	12	0	0	0	-30
trans	0	0	14	0	0	0	15
trans	10	2	1	0	1	0	30
trans	9	3	1	0	1	0	100
trans	8	4	1	0	1	0	200
trans	7	5	1	0	1	0	380
trans	6	6	1	0	1	0	500
trans	5	7	1	0	1	0	380
trans	4	8	1	0	1	0	200
trans	3	9	1	0	1	0	100
trans	2	10	1	0	1	0	30
trans	10	1	2	0	1	0	-30
trans	8	3	2	0	1	0	-220
trans	7	4	2	0	1	0	-650
trans	6	5	2	0	1	0	-990
trans	5	6	2	0	1	0	-1030
trans	4	7	2	0	1	0	-650
trans	3	8	2	0	1	0	-360
trans	2	9	2	0	1	0	-150
trans	9	1	3	0	1	0	-100
trans	8	2	3	0	1	0	220
trans	6	4	3	0	1	0	-570
trans	5	5	3	0	1	0	80
trans	4	6	3	0	1	0	-70
trans	3	7	3	0	1	0	-200
trans	2	8	3	0	1	0	160
trans	8	1	4	0	1	0	-200
trans	7	2	4	0	1	0	650
trans	6	3	4	0	1	0	570
trans	4	5	4	0	1	0	680
trans	3	6	4	0	1	0	630
trans	2	7	4	0	1	0	30
trans	7	1	5	0	1	0	-380
trans	6	2	5	0	1	0	990
trans	5	3	5	0	1	0	-80
trans	4	4	5	0	1	0	-680
trans	2	6	5	0	1	0	-490
trans	6	1	6	0	1	0	-500
trans	5	2	6	0	1	0	1030
trans	4	3	6	0	1	0	70
trans	3	4	6	0	1	0	-630
trans	2	5	6	0	1	0	490
trans	5	1	7	0	1	0	-380
trans	4	2	7	0	1	0	650
trans	3	3	7	0	1	0	200
trans	2	4	7	0	1	0	-30
trans	4	1	8	0	1	0	-200
trans	3	2	8	0	1	0	360
trans	2	3	8	0	1	0	-160
trans	3	1	9	0	1	0	-100
trans	2	2	9	0	1	0	150
trans	2	1	10	0	1	0	-30
trans	10	2	0	0	2	0	15
trans	9	3	0	0	2	0	50
trans	8	4	0	0	2	0	100
trans	7	5	0	0	2	0	190
trans	6	6	0	0	2	0	250
trans	5	7	0	0	2	0	190
trans	4	8	0	0	2	0	100
trans	3	9	0	0	2	0	50
trans	2	10	0	0	2	0	15
trans	9	2	1	0	2	0	-150
trans	8	3	1	0	2	0	-350
trans	7	4	1	0	2	0	-660
trans	6	5	1	0	2	0	-1270
trans	5	6	1	0	2	0	-1100
trans	4	7	1	0	2	0	-510
trans	3	8	1	0	2	0	-400
trans	2	9	1	0	2	0	-150
trans	1	10	1	0	2	0	30
trans	10	0	2	0	2	0	-15
trans	9	1	2	0	2	0	150
trans	7	3	2	0	2	0	-370
trans	6	4	2	0	2	0	235
trans	5	5	2	0	2	0	-90
trans	4	6	2	0	2	0	-730
trans	3	7	2	0	2	0	160
trans	2	8	2	0	2	0	150
trans	1	9	2	0	2	0	-150
trans	9	0	3	0	2	0	-50
trans	8	1	3	0	2	0	350
trans	7	2	3	0	2	0	370
trans	5	4	3	0	2	0	1460
trans	4	5	3	0	2	0	1290
trans	3	6	3	0	2	0	120
trans	2	7	3	0	2	0	220
trans	1	8	3	0	2	0	160
trans	8	0	4	0	2	0	-100
trans	7	1	4	0	2	0	660
trans	6	2	4	0	2	0	-235
trans	5	3	4	0	2	0	-1460
trans	3	5	4	0	2	0	-890
trans	2	6	4	0	2	0	-885
trans	1	7	4	0	2	0	30
trans	7	0	5	0	2	0	-190
trans	6	1	5	0	2	0	1270
trans	5	2	5	0	2	0	90
trans	4	3	5	0	2	0	-1290
trans	3	4	5	0	2	0	890
trans	1	6	5	0	2	0	-490
trans	6	0	6	0	2	0	-250
trans	5	1	6	0	2	0	1100
trans	4	2	6	0	2	0	730
trans	3	3	6	0	2	0	-120
trans	2	4	6	0	2	0	885
trans	1	5	6	0	2	0	490
trans	5	0	7	0	2	0	-190
trans	4	1	7	0	2	0	510
trans	3	2	7	0	2	0	-160
trans	2	3	7	0	2	0	-220
trans	1	4	7	0	2	0	-30
trans	4	0	8	0	2	0	-100
trans	3	1	8	0	2	0	400
trans	2	2	8	0	2	0	-150
trans	1	3	8	0	2	0	-160
trans	3	0	9	0	2	0	-50
trans	2	1	9	0	2	0	150
trans	1	2	9	0	2	0	150
trans	2	0	10	0	2	0	-15
trans	1	1	10	0	2	0	-30
trans	9	2	0	0	3	0	-180
trans	8	3	0	0	3	0	-250
trans	7	4	0	0	3	0	-450
trans	6	5	0	0	3	0	-860
trans	5	6	0	0	3	0	-530
trans	4	7	0	0	3	0	-460
trans	3	8	0	0	3	0	-480
trans	2	9	0	0	3	0	50
trans	0	11	0	0	3	0	-120
trans	8	2	1	0	3	0	10
trans	7	3	1	0	3	0	40
trans	6	4	1	0	3	0	-310
trans	5	5	1	0	3	0	-620
trans	4	6	1	0	3	0	-160
trans	3	7	1	0	3	0	-340
trans	2	8	1	0	3	0	-400
trans	1	9	1	0	3	0	100
trans	9	0	2	0	3	0	180
trans	8	1	2	0	3	0	-10
trans	6	3	2	0	3	0	1480
trans	5	4	2	0	3	0	710
trans	4	5	2	0	3	0	90
trans	3	6	2	0	3	0	1370
trans	2	7	2	0	3	0	160
trans	1	8	2	0	3	0	-360
trans	0	9	2	0	3	0	180
trans	8	0	3	0	3	0	250
trans	7	1	3	0	3	0	-40
trans	6	2	3	0	3	0	-1480
trans	4	4	3	0	3	0	-1530
trans	3	5	3	0	3	0	-3000
trans	2	6	3	0	3	0	120
trans	1	7	3	0	3	0	-200
trans	0	8	3	0	3	0	-540
trans	7	0	4	0	3	0	450
trans	6	1	4	0	3	0	310
trans	5	2	4	0	3	0	-710
trans	4	3	4	0	3	0	1530
trans	2	5	4	0	3	0	-890
trans	1	6	4	0	3	0	630
trans	6	0	5	0	3	0	860
trans	5	1	5	0	3	0	620
trans	4	2	5	0	3	0	-90
trans	3	3	5	0	3	0	3000
trans	2	4	5	0	3	0	890
trans	0	6	5	0	3	0	720
trans	5	0	6	0	3	0	530
trans	4	1	6	0	3	0	160
trans	3	2	6	0	3	0	-1370
trans	2	3	6	0	3	0	-120
trans	1	4	6	0	3	0	-630
trans	0	5	6	0	3	0	-720
trans	4	0	7	0	3	0	460
trans	3	1	7	0	3	0	340
trans	2	2	7	0	3	0	-160
trans	1	3	7	0	3	0	200
trans	3	0	8	0	3	0	480
trans	2	1	8	0	3	0	400
trans	1	2	8	0	3	0	360
trans	0	3	8	0	3	0	540
trans	2	0	9	0	3	0	-50
trans	1	1	9	0	3	0	-100
trans	0	2	9	0	3	0	-180
trans	0	0	11	0	3	0	120
trans	8	2	0	0	4	0	40
trans	7	3	0	0	4	0	-70
trans	6	4	0	0	4	0	-180
trans	5	5	0	0	4	0	-70
trans	4	6	0	0	4	0	-350
trans	3	7	0	0	4	0	-460
trans	2	8	0	0	4	0	100
trans	0	10	0	0	4	0	-220
trans	7	2	1	0	4	0	280
trans	6	3	1	0	4	0	200
trans	5	4	1	0	4	0	80
trans	4	5	1	0	4	0	810
trans	3	6	1	0	4	0	-160
trans	2	7	1	0	4	0	-510
trans	1	8	1	0	4	0	200
trans	8	0	2	0	4	0	-40
trans	7	1	2	0	4	0	-280
trans	5	3	2	0	4	0	-1320
trans	4	4	2	0	4	0	-2085
trans	3	5	2	0	4	0	90
trans	2	6	2	0	4	0	-730
trans	1	7	2	0	4	0	-650
trans	0	8	2	0	4	0	210
trans	7	0	3	0	4	0	70
trans	6	1	3	0	4	0	-200
trans	5	2	3	0	4	0	1320
trans	3	4	3	0	4	0	-1530
trans	2	5	3	0	4	0	1290
trans	1	6	3	0	4	0	-70
trans	0	7	3	0	4	0	-480
trans	6	0	4	0	4	0	180
trans	5	1	4	0	4	0	-80
trans	4	2	4	0	4	0	2085
trans	3	3	4	0	4	0	1530
trans	1	5	4	0	4	0	680
trans	0	6	4	0	4	0	60
trans	5	0	5	0	4	0	70
trans	4	1	5	0	4	0	-810
trans	3	2	5	0	4	0	-90
trans	2	3	5	0	4	0	-1290
trans	1	4	5	0	4	0	-680
trans	4	0	6	0	4	0	350
trans	3	1	6	0	4	0	160
trans	2	2	6	0	4	0	730
trans	1	3	6	0	4	0	70
trans	0	4	6	0	4	0	-60
trans	3	0	7	0	4	0	460
trans	2	1	7	0	4	0	510
trans	1	2	7	0	4	0	650
trans	0	3	7	0	4	0	480
trans	2	0	8	0	4	0	-100
trans	1	1	8	0	4	0	-200
trans	0	2	8	0	4	0	-210
trans	0	0	10	0	4	0	220
trans	7	2	0	0	5	0	70
trans	6	3	0	0	5	0	-20
trans	5	4	0	0	5	0	120
trans	4	5	0	0	5	0	-70
trans	3	6	0	0	5	0	-530
trans	2	7	0	0	5	0	190
trans	0	9	0	0	5	0	-400
trans	6	2	1	0	5	0	-340
trans	5	3	1	0	5	0	-660
trans	4	4	1	0	5	0	80
trans	3	5	1	0	5	0	-620
trans	2	6	1	0	5	0	-1100
trans	1	7	1	0	5	0	380
trans	7	0	2	0	5	0	-70
trans	6	1	2	0	5	0	340
trans	4	3	2	0	5	0	-1320
trans	3	4	2	0	5	0	710
trans	2	5	2	0	5	0	-90
trans	1	6	2	0	5	0	-1030
trans	0	7	2	0	5	0	300
trans	6	0	3	0	5	0	20
trans	5	1	3	0	5	0	660
trans	4	2	3	0	5	0	1320
trans	2	4	3	0	5	0	1460
trans	1	5	3	0	5	0	80
trans	0	6	3	0	5	0	-500
trans	5	0	4	0	5	0	-120
trans	4	1	4	0	5	0	-80
trans	3	2	4	0	5	0	-710
trans	2	3	4	0	5	0	-1460
trans	0	5	4	0	5	0	-200
trans	4	0	5	0	5	0	70
trans	3	1	5	0	5	0	620
trans	2	2	5	0	5	0	90
trans	1	3	5	0	5	0	-80
trans	0	4	5	0	5	0	200
trans	3	0	6	0	5	0	530
trans	2	1	6	0	5	0	1100
trans	1	2	6	0	5	0	1030
trans	0	3	6	0	5	0	500
trans	2	0	7	0	5	0	-190
trans	1	1	7	0	5	0	-380
trans	0	2	7	0	5	0	-300
trans	0	0	9	0	5	0	400
trans	6	2	0	0	6	0	-360
trans	5	3	0	0	6	0	-20
trans	4	4	0	0	6	0	-180
trans	3	5	0	0	6	0	-860
trans	2	6	0	0	6	0	250
trans	0	8	0	0	6	0	-720
trans	5	2	1	0	6	0	-340
trans	4	3	1	0	6	0	200
trans	3	4	1	0	6	0	-310
trans	2	5	1	0	6	0	-1270
trans	1	6	1	0	6	0	500
trans	6	0	2	0	6	0	360
trans	5	1	2	0	6	0	340
trans	3	3	2	0	6	0	1480
trans	2	4	2	0	6	0	235
trans	1	5	2	0	6	0	-990
trans	0	6	2	0	6	0	480
trans	5	0	3	0	6	0	20
trans	4	1	3	0	6	0	-200
trans	3	2	3	0	6	0	-1480
trans	1	4	3	0	6	0	-570
trans	0	5	3	0	6	0	-800
trans	4	0	4	0	6	0	180
trans	3	1	4	0	6	0	310
trans	2	2	4	0	6	0	-235
trans	1	3	4	0	6	0	570
trans	3	0	5	0	6	0	860
trans	2	1	5	0	6	0	1270
trans	1	2	5	0	6	0	990
trans	0	3	5	0	6	0	800
trans	2	0	6	0	6	0	-250
trans	1	1	6	0	6	0	-500
trans	0	2	6	0	6	0	-480
trans	0	0	8	0	6	0	720
trans	5	2	0	0	7	0	70
trans	4	3	0	0	7	0	-70
trans	3	4	0	0	7	0	-450
trans	2	5	0	0	7	0	190
trans	0	7	0	0	7	0	-840
trans	4	2	1	0	7	0	280
trans	3	3	1	0	7	0	40
trans	2	4	1	0	7	0	-660
trans	1	5	1	0	7	0	380
trans	5	0	2	0	7	0	-70
trans	4	1	2	0	7	0	-280
trans	2	3	2	0	7	0	-370
trans	1	4	2	0	7	0	-650
trans	0	5	2	0	7	0	300
trans	4	0	3	0	7	0	70
trans	3	1	3	0	7	0	-40
trans	2	2	3	0	7	0	370
trans	0	4	3	0	7	0	-260
trans	3	0	4	0	7	0	450
trans	2	1	4	0	7	0	660
trans	1	2	4	0	7	0	650
trans	0	3	4	0	7	0	260
trans	2	0	5	0	7	0	-190
trans	1	1	5	0	7	0	-380
trans	0	2	5	0	7	0	-300
trans	0	0	7	0	7	0	840
trans	4	2	0	0	8	0	40
trans	3	3	0	0	8	0	-250
trans	2	4	0	0	8	0	100
trans	0	6	0	0	8	0	-735
trans	3	2	1	0	8	0	10
trans	2	3	1	0	8	0	-350
trans	1	4	1	0	8	0	200
trans	4	0	2	0	8	0	-40
trans	3	1	2	0	8	0	-10
trans	1	3	2	0	8	0	-220
trans	0	4	2	0	8	0	210
trans	3	0	3	0	8	0	250
trans	2	1	3	0	8	0	350
trans	1	2	3	0	8	0	220
trans	2	0	4	0	8	0	-100
trans	1	1	4	0	8	0	-200
trans	0	2	4	0	8	0	-210
trans	0	0	6	0	8	0	735
trans	3	2	0	0	9	0	-180
trans	2	3	0	0	9	0	50
trans	0	5	0	0	9	0	-480
trans	2	2	1	0	9	0	-150
trans	1	3	1	0	9	0	100
trans	3	0	2	0	9	0	180
trans	2	1	2	0	9	0	150
trans	0	3	2	0	9	0	180
trans	2	0	3	0	9	0	-50
trans	1	1	3	0	9	0	-100
trans	0	2	3	0	9	0	-180
trans	0	0	5	0	9	0	480
trans	2	2	0	0	10	0	15
trans	0	4	0	0	10	0	-200
trans	1	2	1	0	10	0	30
trans	2	0	2	0	10	0	-15
trans	1	1	2	0	10	0	-30
trans	0	0	4	0	10	0	200
trans	0	3	0	0	11	0	-80
trans	0	0	3	0	11	0	80
trans	0	2	0	0	12	0	-30
trans	0	0	2	0	12	0	30
trans	10	2	1	0	0	1	30
trans	9	3	1	0	0	1	100
trans	8	4	1	0	0	1	200
trans	7	5	1	0	0	1	380
trans	6	6	1	0	0	1	500
trans	5	7	1	0	0	1	380
trans	4	8	1	0	0	1	200
trans	3	9	1	0	0	1	100
trans	2	10	1	0	0	1	30
trans	10	1	2	0	0	1	-30
trans	8	3	2	0	0	1	-220
trans	7	4	2	0	0	1	-650
trans	6	5	2	0	0	1	-990
trans	5	6	2	0	0	1	-1030
trans	4	7	2	0	0	1	-650
trans	3	8	2	0	0	1	-360
trans	2	9	2	0	0	1	-150
trans	9	1	3	0	0	1	-100
trans	8	2	3	0	0	1	220
trans	6	4	3	0	0	1	-570
trans	5	5	3	0	0	1	80
trans	4	6	3	0	0	1	-70
trans	3	7	3	0	0	1	-200
trans	2	8	3	0	0	1	160
trans	8	1	4	0	0	1	-200
trans	7	2	4	0	0	1	650
trans	6	3	4	0	0	1	570
trans	4	5	4	0	0	1	680
trans	3	6	4	0	0	1	630
trans	2	7	4	0	0	1	30
trans	7	1	5	0	0	1	-380
trans	6	2	5	0	0	1	990
trans	5	3	5	0	0	1	-80
trans	4	4	5	0	0	1	-680
trans	2	6	5	0	0	1	-490
trans	6	1	6	0	0	1	-500
trans	5	2	6	0	0	1	1030
trans	4	3	6	0	0	1	70
trans	3	4	6	0	0	1	-630
trans	2	5	6	0	0	1	490
trans	5	1	7	0	0	1	-380
trans	4	2	7	0	0	1	650
trans	3	3	7	0	0	1	200
trans	2	4	7	0	0	1	-30
trans	4	1	8	0	0	1	-200
trans	3	2	8	0	0	1	360
trans	2	3	8	0	0	1	-160
trans	3	1	9	0	0	1	-100
trans	2	2	9	0	0	1	150
trans	2	1	10	0	0	1	-30
trans	9	2	1	0	1	1	180
trans	8	3	1	0	1	1	200
trans	7	4	1	0	1	1	460
trans	6	5	1	0	1	1	800
trans	5	6	1	0	1	1	460
trans	4	7	1	0	1	1	200
trans	3	8	1	0	1	1	100
trans	9	1	2	0	1	1	-180
trans	7	3	2	0	1	1	-500
trans	6	4	2	0	1	1	-1610
trans	5	5	2	0	1	1	-660
trans	4	6	2	0	1	1	-250
trans	3	7	2	0	1	1	-400
trans	8	1	3	0	1	1	-200
trans	7	2	3	0	1	1	500
trans	5	4	3	0	1	1	640
trans	4	5	3	0	1	1	820
trans	3	6	3	0	1	1	480
trans	2	7	3	0	1	1	440
trans	7	1	4	0	1	1	-460
trans	6	2	4	0	1	1	1610
trans	5	3	4	0	1	1	-640
trans	3	5	4	0	1	1	1780
trans	2	6	4	0	1	1	-370
trans	6	1	5	0	1	1	-800
trans	5	2	5	0	1	1	660
trans	4	3	5	0	1	1	-820
trans	3	4	5	0	1	1	-1780
trans	1	6	5	0	1	1	720
trans	5	1	6	0	1	1	-460
trans	4	2	6	0	1	1	250
trans	3	3	6	0	1	1	-480
trans	2	4	6	0	1	1	370
trans	1	5	6	0	1	1	-720
trans	4	1	7	0	1	1	-200
trans	3	2	7	0	1	1	400
trans	2	3	7	0	1	1	-440
trans	3	1	8	0	1	1	-100
trans	9	2	0	0	2	1	50
trans	8	3	0	0	2	1	60
trans	7	4	0	0	2	1	140
trans	6	5	0	0	2	1	210
trans	5	6	0	0	2	1	140
trans	4	7	0	0	2	1	90
trans	3	8	0	0	2	1	30
trans	8	2	1	0	2	1	-130
trans	7	3	1	0	2	1	-280
trans	6	4	1	0	2	1	-290
trans	5	5	1	0	2	1	-280
trans	4	6	1	0	2	1	-230
trans	3	7	1	0	2	1	60
trans	0	10	1	0	2	1	30
trans	9	0	2	0	2	1	-50
trans	8	1	2	0	2	1	130
trans	6	3	2	0	2	1	-650
trans	5	4	2	0	2	1	1300
trans	4	5	2	0	2	1	780
trans	2	7	2	0	2	1	660
trans	0	9	2	0	2	1	-150
trans	8	0	3	0	2	1	-60
trans	7	1	3	0	2	1	280
trans	6	2	3	0	2	1	650
trans	4	4	3	0	2	1	1480
trans	3	5	3	0	2	1	1060
trans	2	6	3	0	2	1	-380
trans	1	7	3	0	2	1	440
trans	0	8	3	0	2	1	160
trans	7	0	4	0	2	1	-140
trans	6	1	4	0	2	1	290
trans	5	2	4	0	2	1	-1300
trans	4	3	4	0	2	1	-1480
trans	2	5	4	0	2	1	-1040
trans	1	6	4	0	2	1	-370
trans	0	7	4	0	2	1	30
trans	6	0	5	0	2	1	-210
trans	5	1	5	0	2	1	280
trans	4	2	5	0	2	1	-780
trans	3	3	5	0	2	1	-1060
trans	2	4	5	0	2	1	1040
trans	0	6	5	0	2	1	-490
trans	5	0	6	0	2	1	-140
trans	4	1	6	0	2	1	230
trans	2	3	6	0	2	1	380
trans	1	4	6	0	2	1	370
trans	0	5	6	0	2	1	490
trans	4	0	7	0	2	1	-90
trans	3	1	7	0	2	1	-60
trans	2	2	7	0	2	1	-660
trans	1	3	7	0	2	1	-440
trans	0	4	7	0	2	1	-30
trans	3	0	8	0	2	1	-30
trans	0	3	8	0	2	1	-160
trans	0	2	9	0	2	1	150
trans	0	1	10	0	2	1	-30
trans	8	2	0	0	3	1	90
trans	7	3	0	0	3	1	100
trans	6	4	0	0	3	1	120
trans	5	5	0	0	3	1	180
trans	4	6	0	0	3	1	100
trans	3	7	0	0	3	1	100
trans	2	8	0	0	3	1	30
trans	7	2	1	0	3	1	-360
trans	6	3	1	0	3	1	-180
trans	4	5	1	0	3	1	-60
trans	3	6	1	0	3	1	260
trans	2	7	1	0	3	1	60
trans	1	8	1	0	3	1	100
trans	0	9	1	0	3	1	100
trans	8	0	2	0	3	1	-90
trans	7	1	2	0	3	1	360
trans	5	3	2	0	3	1	-120
trans	4	4	2	0	3	1	360
trans	3	5	2	0	3	1	420
trans	1	7	2	0	3	1	-400
trans	0	8	2	0	3	1	-360
trans	7	0	3	0	3	1	-100
trans	6	1	3	0	3	1	180
trans	5	2	3	0	3	1	120
trans	3	4	3	0	3	1	-1740
trans	2	5	3	0	3	1	1060
trans	1	6	3	0	3	1	480
trans	0	7	3	0	3	1	-200
trans	6	0	4	0	3	1	-120
trans	4	2	4	0	3	1	-360
trans	3	3	4	0	3	1	1740
trans	1	5	4	0	3	1	1780
trans	0	6	4	0	3	1	630
trans	5	0	5	0	3	1	-180
trans	4	1	5	0	3	1	60
trans	3	2	5	0	3	1	-420
trans	2	3	5	0	3	1	-1060
trans	1	4	5	0	3	1	-1780
trans	4	0	6	0	3	1	-100
trans	3	1	6	0	3	1	-260
trans	1	3	6	0	3	1	-480
trans	0	4	6	0	3	1	-630
trans	3	0	7	0	3	1	-100
trans	2	1	7	0	3	1	-60
trans	1	2	7	0	3	1	400
trans	0	3	7	0	3	1	200
trans	2	0	8	0	3	1	-30
trans	1	1	8	0	3	1	-100
trans	0	2	8	0	3	1	360
trans	0	1	9	0	3	1	-100
trans	7	2	0	0	4	1	-480
trans	6	3	0	0	4	1	-240
trans	5	4	0	0	4	1	-130
trans	4	5	0	0	4	1	-320
trans	3	6	0	0	4	1	100
trans	2	7	0	0	4	1	90
trans	6	2	1	0	4	1	380
trans	5	3	1	0	4	1	300
trans	4	4	1	0	4	1	20
trans	3	5	1	0	4	1	-60
trans	2	6	1	0	4	1	-230
trans	1	7	1	0	4	1	200
trans	0	8	1	0	4	1	200
trans	7	0	2	0	4	1	480
trans	6	1	2	0	4	1	-380
trans	4	3	2	0	4	1	2920
trans	3	4	2	0	4	1	360
trans	2	5	2	0	4	1	780
trans	1	6	2	0	4	1	-250
trans	0	7	2	0	4	1	-650
trans	6	0	3	0	4	1	240
trans	5	1	3	0	4	1	-300
trans	4	2	3	0	4	1	-2920
trans	2	4	3	0	4	1	1480
trans	1	5	3	0	4	1	820
trans	0	6	3	0	4	1	-70
trans	5	0	4	0	4	1	130
trans	4	1	4	0	4	1	-20
trans	3	2	4	0	4	1	-360
trans	2	3	4	0	4	1	-1480
trans	0	5	4	0	4	1	680
trans	4	0	5	0	4	1	320
trans	3	1	5	0	4	1	60
trans	2	2	5	0	4	1	-780
trans	1	3	5	0	4	1	-820
trans	0	4	5	0	4	1	-680
trans	3	0	6	0	4	1	-100
trans	2	1	6	0	4	1	230
trans	1	2	6	0	4	1	250
trans	0	3	6	0	4	1	70
trans	2	0	7	0	4	1	-90
trans	1	1	7	0	4	1	-200
trans	0	2	7	0	4	1	650
trans	0	1	8	0	4	1	-200
trans	6	2	0	0	5	1	320
trans	5	3	0	0	5	1	80
trans	4	4	0	0	5	1	-130
trans	3	5	0	0	5	1	180
trans	2	6	0	0	5	1	140
trans	5	2	1	0	5	1	120
trans	4	3	1	0	5	1	300
trans	2	5	1	0	5	1	-280
trans	1	6	1	0	5	1	460
trans	0	7	1	0	5	1	380
trans	6	0	2	0	5	1	-320
trans	5	1	2	0	5	1	-120
trans	3	3	2	0	5	1	-120
trans	2	4	2	0	5	1	1300
trans	1	5	2	0	5	1	-660
trans	0	6	2	0	5	1	-1030
trans	5	0	3	0	5	1	-80
trans	4	1	3	0	5	1	-300
trans	3	2	3	0	5	1	120
trans	1	4	3	0	5	1	640
trans	0	5	3	0	5	1	80
trans	4	0	4	0	5	1	130
trans	2	2	4	0	5	1	-1300
trans	1	3	4	0	5	1	-640
trans	3	0	5	0	5	1	-180
trans	2	1	5	0	5	1	280
trans	1	2	5	0	5	1	660
trans	0	3	5	0	5	1	-80
trans	2	0	6	0	5	1	-140
trans	1	1	6	0	5	1	-460
trans	0	2	6	0	5	1	1030
trans	0	1	7	0	5	1	-380
trans	5	2	0	0	6	1	320
trans	4	3	0	0	6	1	-240
trans	3	4	0	0	6	1	120
trans	2	5	0	0	6	1	210
trans	4	2	1	0	6	1	380
trans	3	3	1	0	6	1	-180
trans	2	4	1	0	6	1	-290
trans	1	5	1	0	6	1	800
trans	0	6	1	0	6	1	500
trans	5	0	2	0	6	1	-320
trans	4	1	2	0	6	1	-380
trans	2	3	2	0	6	1	-650
trans	1	4	2	0	6	1	-1610
trans	0	5	2	0	6	1	-990
trans	4	0	3	0	6	1	240
trans	3	1	3	0	6	1	180
trans	2	2	3	0	6	1	650
trans	0	4	3	0	6	1	-570
trans	3	0	4	0	6	1	-120
trans	2	1	4	0	6	1	290
trans	1	2	4	0	6	1	1610
trans	0	3	4	0	6	1	570
trans	2	0	5	0	6	1	-210
trans	1	1	5	0	6	1	-800
trans	0	2	5	0	6	1	990
trans	0	1	6	0	6	1	-500
trans	4	2	0	0	7	1	-480
trans	3	3	0	0	7	1	100
trans	2	4	0	0	7	1	140
trans	3	2	1	0	7	1	-360
trans	2	3	1	0	7	1	-280
trans	1	4	1	0	7	1	460
trans	0	5	1	0	7	1	380
trans	4	0	2	0	7	1	480
trans	3	1	2	0	7	1	360
trans	1	3	2	0	7	1	-500
trans	0	4	2	0	7	1	-650
trans	3	0	3	0	7	1	-100
trans	2	1	3	0	7	1	280
trans	1	2	3	0	7	1	500
trans	2	0	4	0	7	1	-140
trans	1	1	4	0	7	1	-460
trans	0	2	4	0	7	1	650
trans	0	1	5	0	7	1	-380
trans	3	2	0	0	8	1	90
trans	2	3	0	0	8	1	60
trans	2	2	1	0	8	1	-130
trans	1	3	1	0	8	1	200
trans	0	4	1	0	8	1	200
trans	3	0	2	0	8	1	-90
trans	2	1	2	0	8	1	130
trans	0	3	2	0	8	1	-220
trans	2	0	3	0	8	1	-60
trans	1	1	3	0	8	1	-200
trans	0	2	3	0	8	1	220
trans	0	1	4	0	8	1	-200
trans	2	2	0	0	9	1	50
trans	1	2	1	0	9	1	180
trans	0	3	1	0	9	1	100
trans	2	0	2	0	9	1	-50
trans	1	1	2	0	9	1	-180
trans	0	1	3	0	9	1	-100
trans	0	2	1	0	10	1	30
trans	0	1	2	0	10	1	-30
trans	10	2	0	0	0	2	15
trans	9	3	0	0	0	2	50
trans	8	4	0	0	0	2	100
trans	7	5	0	0	0	2	190
trans	6	6	0	0	0	2	250
trans	5	7	0	0	0	2	190
trans	4	8	0	0	0	2	100
trans	3	9	0	0	0	2	50
trans	2	10	0	0	0	2	15
trans	9	2	1	0	0	2	-150
trans	8	3	1	0	0	2	-350
trans	7	4	1	0	0	2	-660
trans	6	5	1	0	0	2	-1270
trans	5	6	1	0	0	2	-1100
trans	4	7	1	0	0	2	-510
trans	3	8	1	0	0	2	-400
trans	2	9	1	0	0	2	-150
trans	1	10	1	0	0	2	30
trans	10	0	2	0	0	2	-15
trans	9	1	2	0	0	2	150
